text,label,reason
"Бля, если верхушка мне сверху накинут, я буду тихо сидеть и говорить да да все норм.",NOISE,"Strategic, conditional statement."
"А тут всем похуй да что рашка сбила пассажирский самолет
Поделитесь мнениями опасно ли летать над россией я щас в расии сука и послезавтра должен лететь в аст",MIND_READING,Assumes 'everyone doesn't care'.
"Ребята кто шарит, подскажите пожалуйста. Мне всегда вот было интересно как работает ДСС. Им ведь поручают разные кейсы связанные с нарушениями. И как бы откуда у них такие полномочия? Они вообще достаточно квалифицированы? Ну например там же подаются кейсы связанные с харассментом, изнасилованиями. Как они допрашивают студентов? Имеют ли они право давить или манипулировать фактами во время допроса, чтобы «добиться правды»? Вообще как это работает?",NOISE,Asking for information/advice.
"на днях я писал глупые посты про бесполезность протестов, но щас я считаю:
1. сам факт что мы все выступим как сообщество уже крут
2. по идее это усилит нас как комьюнити – укрепит связи между нами

ладно либералы вы не такие уж и тупые",NOISE,Reflective change of opinion.
"взял отпуск со своей нервотрепной достаточно задействующей интеллект работой с «большими перспективами» и у бати взял тачку, за меньше смены натаксовал на 3 дневную зарплату, где мне бы все мозги выебали",NOISE,Situational complaint about work.
"Если я сейчас не буду готовится к физике с математикой но начну жестко чалить когда семестр начнется, все будет ок? Не надо же на каникулах чалить было?",NOISE,Asking for advice/reassurance.
"Я в ахуе с того что татарский и башкирский в республиках рф это просто факультативы или от которых можно отказаться подписав бумажку, а все протесты сделать их обязательными в школах встречаются с издевками по типу «зачем изучать умирающие языки, зачем русским эти языки, они же не виноваты что там проживают, зачем их притеснять». Пиздец бастарына шығып кеткен арсыздар",NOISE,External anger and frustration.
"Люди почему у меня когда в общаге  нету сильного аппетита? Хотя каждый день джим, басик и дофига хожу. Тип за день могу сьесть две булочки и чай и все. Дома нифига не делая дофига ем.",NOISE,Asking about personal observation.
Почему люди принимают все традиционные  и консервативные точки зрения как что то отсталое и негативное? Зачем если вы не разбираетесь в теме делать тупые вбросы? Многие люди из-за этого идут на перекор со своими ценностями чтобы угодить вам в обществе. Тоже мне блять развитые,NOISE,General complaint about people.
Ребята спасибо за поддержку . Я получила мискон во время первого курса за использование АI из за чего мне никто в универе не поможет из за наличия нарушения,ALL_OR_NOTHING,Assumes 'no one will help'.
"Если мне одобрили свс статус, то я могу просто заселиться в общагу ничего не делая?",NOISE,Asking for information.
"я первашка, насколько safe оставаться здесь учиться? После всех новостей хочется перепоступить т-т",DISTRESS,Expresses desire to escape.
"Бля я в ахуе с того как щепетильно скрывают идентичность фейсмашника. Будто зеницу ока охраняют. Пиздец, слейте его уже, че за хуйня? Вряд ли вас вычислят, если анонимно в пост отправите, наверняка уже больше десятка людей знают кто это, их всех не будут же допрашивать? Типа такие особенные, только вы знаете, остальным простым смертным нельзя? Подавитесь говном,  ебланы.",NOISE,Intense external anger/frustration.
Я ноль в программировании. кс 115 совсем сложно будет?,ALL_OR_NOTHING,Self-labels as 'zero'.
"Ситуация с бассейном в университете вызывает у меня серьезное беспокойство. С тех пор как его отдали в аренду и начали пускать посторонних людей за плату, условия заметно ухудшились. Вода часто грязная, я неоднократно замечал слюну, волосы и другие загрязнения, а пол вокруг бассейна постоянно в каком-то грязном состоянии. 

Примерно недавно я заразился кожанным заболеванием (Фолликулит) из-за чего делал операцию. Примерно по анализам все причины вели к бассейну, так как именно перед этим я увеличил его посещение несмотря на недостаточный уровень санитарии. 

Очень хотелось бы, чтобы университет пересмотрел свои подходы к использованию бассейна и уделил больше внимания гигиене и поддержанию порядка.",NOISE,Detailed complaint about facility.
Я хочу суициднуться. С кем можно поговорить?,DISTRESS,Expresses suicidal ideation.
"Надеюсь  и рад за тех у кого сегодня был хороший день. За последние две недели я увидел больше негатива чем за все три года в унике. No matter what, stay human",DISTRESS,Venting about overwhelming negativity.
Я думаю что у олимпиадников и гениев есть некоторые спектры аутизма которое помогает не уставать от изучение програм и прочей вещи. Не такое сильное как 'открытых' аутистов но все таки есть.,NOISE,Speculative opinion/theory.
Забыл про реситку калк2 у Жанботы. Меня выгонят из курса? Что-то страшное будет?,NOISE,Asking about consequences.
"Меня стебут за неправильное произношение слов в русском языке, я сама казашка и начинала учить русский  в 11 лет, сейчас мне 18, но все равно мой уровень далеко  не беглый и продвинутый.  И моя подруга, и друзья и  сокурсники пародируют мою речь и слова, которых я неправильно произношу, из-за этого у меня нет уверенности и всегда хожу замкнутая. Как быть? Может просто разговаривать на казахском, даже если все рядом на русском, просто иногда стремно. Блин, мне так стыдно.",DISTRESS,"Expresses shame, lack confidence."
"Употребление фруктов вызывает у меня меланхолию и суицидальные мысли. Я хз почему, просто собственное наблюдение. Психологически хуево мне становится всегда в сезон урожая (конец лета - начало осени) и после НГ когда нажираюсь фруктами на каникулах и такое появляется только когда у меня есть доступ к фруктам.

Может быть что это какая-то ебнутая аллергия? Я слышал что аллергия может вызывать перепады настроения независимо от остальных симптомов и думаю мб у меня как раз такая вещь",DISTRESS,"Expresses suicidal thoughts, melancholy."
"Что такое неделя мидок? Какая именно неделя считается ею? У меня они всегда в разные дни и недели, поэтому было бы интересно понять что под этим подразумевается",NOISE,Asking for information.
"шынымды айтайын. Батыстанмын и меня конкретно заебала вот эта мамбето-озабоченный взгляд на жизнь. Ауыздан дұрыс сөз шықпайтын, приколдары конченный боғауыз бен интимкаға толы долбаебтар конкретно адамзаттан көңілді қалдырады. Осы адамдар өзге адам жайлы қотақ та ойламайды. Алдап, адамға зиян келтірсе бедел ретінде көреді. Негізінен проблеманың көзі осы 'бедел' деген сөзді 'ар' деген сөзбен алмастырғаннан-ау деймін. Анандай қотақбастарды қуан далада көрсем періп, трусиына дейін тонап кететін нахуй.",NOISE,Expresses strong external anger.
В hh всех так быстро и часто отшивают или это только я такое гавно?,ALL_OR_NOTHING,Self-labeling as 'гавно'.
"Хватит смотреть на экран моего ноута, чел, который живет со мной. Пожалуйста, перестань. Почему тебе нужно всегда знать чем я занят?! Надеюсь ты прочтешь это. 
(на экране текстбук просто, но все равно неприятно, когда мониторят все что делаешь и следят за каждым шагом)",MIND_READING,Assumes other's intrusive thoughts.
"Неге осы бұрын артынан жүгірсемде қарамаған қыздар қазір уже қызым бар кезде алдымнан жылтыңдап шығып қыр соңымнан қалмай өздері инициатива бастағыш болып кеткені бар?
Неге бұрын жәй маған толық ашылуға мүмкіндік бере салуға болмас еді?
Ішімдегі сырымды ойымды жан дүниемді емес сыртыма ғана қарап тон пішіп пока деп қол былғап кететіндер қазір енді неге ойлары ауыса жөнелді ?
Бұл өзі қандай үрдіс өзі ?
Шынымды айтам түсіне алар емеспін...(

Әрине енді менде қарамаспын бірақ қолымда ештеңе жоқта қасымда болған маған мүмкіндік берген, маған арам оймен емес шын сүйіп болған адаммен болмақпын. Бірақ кешегі қаншама ойлар мен жүрегімді жаралаған ақ сызық пен жігіттік назды кездерім өшпек емес ( 
Дүние мен ер адамның келбетілігі жәй дүниелік тереңдікте нанға да жағып жей алмайтын құны арзан қасиеттер ғой.",DISTRESS,Expresses past emotional pain.
"Guys как вы справляетесь с чувством несправедливости. Почему мои ровесники кайфуют на деньги родителей and living their best life на чиле - когда я должен подниматься на тот уровень работая с утра до вечера. Позже это они еще недооценивают говоря что кто так будет работать. Так пусто после этого в голове только чувство несправедливости. Как вы справляетесь с этим, вроде взрослый уже человек но никак не могу контролировать и побороть эти чувства. Не всегда но раз в год чувствуется.",DISTRESS,"Expresses feeling injustice, emptiness."
"Откуда в джиме столько людей. Я думал в феврале все отвалятся, а их ещё больше стало.",NOISE,"Situational observation, mild surprise."
"Ребят у меня финансовые проблемы, как можно заработать 20 тысяч срочно? Я никогда не работал но ввиду некоторых событии у родителей не могу простить денег.",NOISE,Asking for practical advice.
Что за чек ап гайс? Мне ничего на почту не пришло? ????‍????,NOISE,Asking for information.
"Я есть в чате НУ Алматы, я есть в чате НУ Астана, я есть в чате НУ Актау, я есть в чате НУ Павлодар, я есть в чате НУ Караганды, я есть во всех региональных чатах",NOISE,Stating factual presence.
"Если я астана резидент, то все равно могу по страховке зуб пролечить? Где можно найти адреса клиник ?",NOISE,Asking for information.
"выпил литр испорченого молока, am i cooked",ALL_OR_NOTHING,"Catastrophizing, black-and-white thinking."
"Если я закрою кс111 в этом спринге, то могу взять летом кс115? (я ссх) Или если брал кс111, то вообще никогда не могу брать кс115?",NOISE,Asking for policy clarification.
"США рассадник всех тупых трендов и изъянов общества из-за необразованности людей 
Prove me wrong",ALL_OR_NOTHING,"Extreme generalization, black-and-white."
"Недавно узнал про Кажымурата Акназара, и я просто не верю, что он покончил с собой. Я готов поверить во что угодно, но не в суицид. У него буквально были открыты все двери мира. Неужели никто не стал заводить дело?",ALL_OR_NOTHING,"Black-and-white belief, absolutes."
"Почему доллар начал резко падать? Я удалил все соц сети, кроме тех для работы, поэтому i am out of touch",NOISE,Asking for information.
"Всегда бесила эта тема типо, когда тебя бьёт ребёнок, девушка, пожилой человек, то надо терпеть. Типо бить в принципе никого нельзя, но если тебя бьют мне кажется надо бить в ответ. Понятное дело надо силу ограничивать во избежания серьезных проблем. И да, понятно что если бьёт очень слабо можно убежать или уйти, но в случае когда реально больно, мне кажется надо бить в ответ однозначно",NOISE,Expresses strong external opinion.
"Пиздец накипело бляяяяяя

Вот нахуя люди ходят по парковачным местам, я понимаю по боку. Ты нахуй на дороге находиться не должен когда рядом место для пешехода долбаеб. Сигналишь таким и говорят 'объедь'. Ты блять на дороге стоишь, даун ебанный",NOISE,Expresses strong external anger.
"У меня одного в комнате запах появился?
Невозможно дышать просто
С каждым днем усиливается, все проверили ничего нигде не гниет
27.7",NOISE,"Situational complaint, asking advice."
"So I know that some students use focus tree app, but I can’t register. After I fill phone number, I press continue but it does nothing( what do I doo, why does it say +76 code for kz instead +7?",NOISE,"Technical issue, asking advice."
"Странно, в ютубе все видео и шортсы не открываются. Пишут, контент unavailable. Но даже местные видео не могу посмотреть. Что не так? У кого ещё так? У меня нушная почта.",NOISE,"Technical issue, asking advice."
Я устал уже от этого рисерч проджекта про CRISPR.Я такой даун что выбрал это.Это даже не понадобится мне в будущем так как я иду в кс.Блять я заебался,ALL_OR_NOTHING,Self-labeling as 'dumbass'.
"Ребят, давайте договоримся все не наступать на желтые полоски на полу, потому что один раз я видела как уборщицы чистят их зубными щетками и губками до блеска???? Это простая просьба и им будет легче самим потом, они же для нас стараются",NOISE,"Community request, observation."
"if you like wearing hoodies and only hoodies to your lectures and outside of them why do you only have 1 hoodie? or did none of your classmates want their alumni hoodies so you have 7 of them for every fucking day of the week? like i can understand wearing the same shirt for a couple of days, especially if you only wear those when you go outside, but the same fucking clothes every single fucking day is not just being poor, its gross.",NOISE,"External anger, complaining."
"Если у меня слабый уровень казахского, то мне придется закрывать все курсы с начального до С1?",NOISE,"Factual question, policy."
"В моем жк установили Face ID домофон и нас попросили скинуть всего одну фотку как на документы. Домофон исправно работает и узнает лица. Почему ну не может сделать так же? Третий день пытаюсь перейти по той ссылке, она у меня даже не открывается (((",NOISE,"Situational complaint, frustration."
"Почему индусы/пакистанцы здесь такие вонючие? Даже учитывая что у меня после короны обоняние совсем никакое, после 15 минут нахождения с ними в одной комнате меня тянет блевать если не открыть окно чтобы проветрить. wtf",NOISE,"External anger, prejudiced complaint."
"Сказать честно, мне действительно жалко что извращенцу влепили просто штраф, а не уголовку за то что вполне является сексуальным домогательством. Но доксить парня (при том что нет официального подтверждения что это тот самый) все равно плохо. Даже если это и есть тот самый 'фотограф' подумайте об членах семьи и близких, которые вряд ли имеют отношение к ситуации, номера и контакты которых наверняка найдут озлобленные 'нормотворцы' после того как инфу об парне опубликовали",NOISE,"Opinion, discussion of event."
"Бля, читаю комменты под каждым новостным постом про туалетного извращенца в ну, это пиздец. Осы комментерді жазған топас еркектер, сендер жалпы адамға ұқсайсындар ма? Малдар мен хайуандар даже солай істемейді, нағыз сорлы мисыз қотақбастар. Timi, или кто ты, нахера поднял шумиху в самый неудачный момент и жесткий виктимблейминг спровоцировал учитывая долбоебское отношение общества к таким видам извращений?",NOISE,"External anger, strong frustration."
мне интересно почему у нас такие странные полы в унике? плитки все разных оттенков и текстур,NOISE,"Curious observation, question."
"Хахха бля у моих родственников всегда один повод со мной пообщаться - скандалы с НУ, в какой-то мере еще и отражающие пиздец в нашей стране, в целом",NOISE,"Situational complaint, observation."
Нахуя люди начали делать все в шоколаде бляяя финики в шоколаде так еще и некоторые просто фисташки нахуй кладут и называют это дубайской начинкой я вахуе,NOISE,"External complaint, exasperation."
все кто учатся на полит сайенс хорошо помнят историю? мне так стыдно учиться на этом мэйджоре и не помнить многие вещи из курса истории…,ALL_OR_NOTHING,Global shame about major.
"Я не одобряю действия Тими, но вам не кажется что вы уже переходите черту с буллингом? Все забыли про существующие проблемы, про того чувака с туалета и просто банально начали чморить студента, который как такового ничего плохого не сделал. Он поступил неправильно, но особо харма нам студентам не причинил. Как будто у нас проблемы резко все исчезли в унике и остался только Тими. В anti open NU только его личность и обсуждают, а за 4-5 месяцев существования они так и нихуя не добились. Просто слова",NOISE,"Opinion, criticism of others."
"“Улан помогал Тими а он какой неблагодарный обижается на мем” или “ Научись принимать критику, раз начал движение” бл гайс если Улан помог этому Тими то спасибо ему за то что поддерживает это движение, но “мем” такого характера прикиньте но может быть обидным и оскорбительным. И это ок, что человек может обижаться на такую форму “шутки”, а то что вы сейчас делаете это pure gaslighting. Мне похуй что там с его движением, может он и правильно все делает или нет, но тот мем на канале с 4к подписчиками было лишним точно.",NOISE,"Opinion, criticism of arguments."
"Люди 93-98 года, вы вообще существуете? Все кого я знаю либо старше либо младше",ALL_OR_NOTHING,Absolute statement about people.
"Во всей ситуации с Уланом, Темирланом и т.д., меня честно бесит тот факт что все коллективно забыли о проблеме харассмента. И я вижу в комментариях одних парней критикующих этих ребят. Как всегда парни сделали все о себе, когда у девушек реальная постоянная угроза их здоровью, безопасности, психики и жизни. Почему-то не поднимаются истории харассмента, которых куча. Даже недавно проблема всплыла одна. Все фокусируются на том чтобы буллить или защищать этих ребят, и опять же эти 'все' это одни парни. Я понимаю что сложно понять когда с этой угрозой не живешь каждый день но хотя бы проявите немного уважения, а то все мем тот, репутация универа и т.д.",ALL_OR_NOTHING,Absolute statements about 'everyone'.
"Я очень благодарен комьюнити НУ за то, что большинство людей очень воспитанны и культурны, не станут трогать вещи, которые ты мог оставить. Всегда спокойно оставляю вещи в лайбе и уверен, что по приходу обратно никто ничего не трогал). Один раз так эирподс два дня лежал",NOISE,"Positive observation, gratitude."
"если я добавлюсь в споти семью, то учетная запись и все песни станут общими? или все как раньше только платить меньше",NOISE,Asking for information.
"бессонница > начинаю пить транквилизатор > начинаю спать, but have nightmares that keep waking me up > feeling tired all day because having nightmares is same as having to solve puzzles in your sleep 

и при всем этом, горжусь собой за то, что держусь достойно",DISTRESS,"Describing ongoing struggle, fatigue."
"Мне не нравится отсутствия репрезентации СМГ. Каждый раз когда говорят про школы в ну это всегда СЕДС и ССХ и иногда проскакивает НУСОМ но СМГ как будто тот самый средний ребёнок о котором все забыли .
Требуем больше упоминаний СМГ
????????????",NOISE,"External complaint, advocacy."
"Я русскоговорящий казах, не знающий казахского. Вся моя семья русскоговорящие, хотя большинство знало казахский, но со мной никогда не разговаривали на нем. Город и окружение, в котором я вырос, тоже очень русскоговорящее. Соответственно исходит ситуация: я не знаю казахский, но он мне, по сути, и не нужен был. Я ходил в казахский садик, раньше говорил на казахском чисто, но забыл, так как не с кем было общаться на языке. С подростковых лет начал чувствовать неудобство и дискомфорт от незнания казахского, банально иногда от невозможности ответить на казахском до внутреннего патриотического стыда. Я ходил на курсы, но они были некачественными. Вопрос: есть советы по изучению языка? Может вы знаете индивидуального учителя по казахскому? Онлайн-курсы добротные и т.д. Буду рад любому совету",NOISE,Asking for advice.
"Почему тайский ананас продается в пластиковых пакетах очищенным? Фиг поймешь где и кто и как его чистил, я ну оочень люблю ананасы но чот боюсь тайский пробовать",NOISE,"Asking question, expressing worry."
"Я конечно все понимаю в угоду баланса, но почему флот германской империи воюет против современных антикорабельных установок российско-украинской войны в вар тандер?",NOISE,Situational game complaint.
"Lights on нереально классный ивент, все спикеры были супер интересные!! Я пришла просто послушать и было очень круто, спасибо оргам!",NOISE,"Positive feedback, irrelevant."
I'm sick and tired of bein' sick and tired,DISTRESS,Expressing extreme exhaustion.
"пришло письмо «Your data has been deleted” от Salta Orion, Facial Recognition который от НУ. Я там никогда не регалась, но в начале приходили письма типа зарегайтесь чтобы вас впускали на турникетах. А сейчас пришло такое письмо. Это что?",NOISE,Asking for explanation.
"вы заебали одну стирку закидывать и за ней сразу вторую в ту же машинку. Я блять уже сколько часов жду эту ебаную стирку, никуда не уходя и все блять наглые твари эту хуйню юзают.",NOISE,Expressing external anger.
"Всем Ассалаумагалейкум!

Как найти работу будучи первашом без каких либо талантов/умении? Я не претендую на высоко/среднеоплачиваемую работу. Надо хотя бы просто поработать разнорабочим, где искать вакансии? Я ранее никогда не работал и совсем зеленый в этой теме, прошу дать пару площадок (чтобы не забрали в рабство)

Рахмет",NOISE,Asking for advice.
Завтра что-то происходит? Что-то все переносят. Я в танке.,NOISE,Asking for information.
"Звонили с неизвестного номера. Отвечаю и там музыка сыграла. Ничего не говорят. Звонок сбросился. До этого какой-то странный мужик ходил туда сюда около меня рядом с входом в уник у остановке. Когда хотел зайти, он сразу за мной пошёл и спросил можно ли входить в уник в любое время после 12 ночи. Либо я параноик, либо что?",NOISE,"Situational worry, questioning."
"Это просто пиздец мой тариф теле2 за год вырос с 3.5к до 7к, может пора им дать нагоняйчика?",NOISE,"Situational complaint, anger."
"TW

Последние несколько месяцев меня сильно мучали суицидальные мысли и я строил планы. Я никогда не наблюдался у специалистов, хотя у меня были несерьёзные попытки в прошлом и в общем я не знаю как помочь себе",DISTRESS,Expressing suicidal ideation.
"Я кнш понимаю наурыз все дела, но целый день кипиш и еще и вечером музыку на весь универ включать это уже слишком… понедельник, студенты вроде как учатся, а тут врубили мда. Очень мешает, не универ а трц какой то",NOISE,Situational complaint (noise).
"Я не смог найти документы подходящие, но как отпроситься в уроков по случаю смерти родственника? что нужно кроме справки о смерти и куда все это вообще сабмитать?",NOISE,Asking for advice.
"Привет всем. Если у меня контракт RA примерно до второй половины мая, на лето разрешат ведь остаться? Спасибо.",NOISE,Asking for information.
"Я в первую же минуту, я прочувствовал на себе атмосферу сцены, отлично передающую школьные дни не совсем обычных, но все таких же детей какими мы все были. На второй минуте, я услышал актеров. На третьей - увидел их игру. Два часа, пока шла постановка, все два часа я чувствовал себя… вовлеченным. Первое же, о чем я подумал по завершению - это «Сколько же работы, и в первую очередь сил, было потрачено на все, что сейчас произошло». А знаете, видя её результаты, невольно задумываешься - вот она, жизнь. Блеск в глазах людей, гибкость в их движениях и энтузиазм в каждом сказанном слове. Браво, Театр. Это было прекрасно. Спасибо вам за столь восхитительную интерпретацию Общества Мертвых Поэтов. Вы действительно поймали и полностью прожили момент. О капитан, мой капитан!",NOISE,"Positive review, irrelevant."
"Что делать с навязчивой тревогой, со школы преследует мысль что люди вокруг ненавидят меня и могут нанести вред. Сознательно, я пытаюсь донести себе что это моя мнительность, но тревога от этого не пропадет. Иногда начинаю буквально трястись от нервозности когда ловлю на себе слишком много взглядов",MIND_READING,Assumes others' negative thoughts.
"Я математик.

Только сегодня я понял, почему у математиков жёсткий коннект и понимание друг-друга.

Просто мы все до одного школьные ботаники :D",NOISE,General observation/joke.
"Хочу по приколу выучить какой-нибудь язык, в тайне от знакомых, чтобы в один день встать и притвориться что я забыл все остальные. Какой можно взять?",NOISE,Asking for advice.
Я один хочу уничтожить всех людей которым дует,ALL_OR_NOTHING,"Extreme, absolute wish."
"Мне теперь кажется группы просто специально ждут пока дофига очереди соберется. Потом стоят и смотрят. И тешат свою гордость. Видите же что уже люди собрались, зачем не начинать впускать?",MIND_READING,Assumes others' negative intentions.
"Я один заметил что в других униках как человек становится студентом он худеет, а у нас наоборот все на 1 курсе жиреют",NOISE,"General observation, question."
"Привет, кто-то может посоветовать где лучше всего брать доставку пп-питания в Астане?
Их достаточно много, но я не знаю какие из них лучше ????",NOISE,Asking for recommendations.
"У меня в принципе да, имеются проблемы с концентрацией сами по себе, но как же заебали челы которые постоянно 'прочищают' горло либо шмыгают носом в лайбе каждые пару минут. Даже в наушниках постоянно слышно и отвлекает. Я могу понять с одной стороны, все мы люди, разные проблемы, с другой почему такие люди не выходят на пять минут в уборную чтобы как-то это порешать, попить воды, зато сидят больше часа на месте и постоянно издают эти звуки каждую сука минуту до последнего вместо того чтобы выйти и разобраться с этим нормально",NOISE,Situational complaining/anger.
"я не понимаю логику руководства. Опен-кампус - зачем? Чтобы что? Ничего не подготовлено нормально, лишние деньги потратили на орегон, дополнительные часы охраны, повысили строгость проверки проезжающих машин, что аж скорую нормально запустить не могут. Открывают ворота, потом закрывают, тысячу раз калитку чинят, время и внимание тратят на все это - и чтобы что? Зачем вообще вводить политику, к которой ничего не готово? Это даже денег не приносит, только лишние траты, если смотреть на вопрос с финансовой стороны.",NOISE,Complaining about management.
"Всем привет! Такая вот ситуация. Мен озим Астана резидентпин и енди уйимнен уникке дейин велосипедпен журетин боламын. Бирак келетин уакытым сагат тангы жетте, ал ол кезде Кабанбай Батыр кошесиндеги какпалар жабык болып турады. Енди велосипедти униктын территориясына калай киргизсем болады? Оны тасып отырмайды шыгармын охранный будкасындагы турникеттен откизип. Astana residents who commute by bikes really early, how do you manage to get your bike into the university's territory?",NOISE,Asking for advice.
Я синьор квот скинул утром 15-го. Норм? Или не примут? Пиздец мандраж боп турдым гой,NOISE,Situational anxiety about acceptance.
"Всем привет! Можете подсказать, сколько нужно оплачивать, если у меня есть контакт по ра или стажировке, и когда нету его",NOISE,Asking for information.
im committing suicide if i see one of those 'Face Tracking Add On' videos on youtube again.,ALL_OR_NOTHING,"Extreme, absolute reaction."
"Вот бы сделали ивент где соберут выпускников  спец школы как ниш, ктл, рфмш, айканат. Я знаю что ниш аламни, айканат итд как то там проводят встречи. Нишевцы вроде бал устраивают. Может что такое для всех спец школ замутить? Как можно это организовать? Тут есть представители данных школ и объединений? Что вы скажете?",NOISE,"Suggesting idea, asking."
"почему так странно расставлены ребята в денс клабе? я смотрел с балкона, и будто задние ряда танцевали иногда лучше чем передние, хотя мб это какая та стратегия такая хз, но все девочки явно были хот и маленькая девочка в Дженни было неожиданно",NOISE,"General observation, question."
"98
69
91

есть шансы на проход или уже все?????

если нет шансов, то я порежу себе вены сегодня.",ALL_OR_NOTHING,Extreme self-harm statement.
"Вам не кажется что тетя которая накладывает еду в корнере в последнее время очень злая? Когда подходишь и просишь наложить еду, она просто игнорирует тебя. И даже если заметит и наложит, буквально швыряет в тебя эту тарелку. Я думал просто устала, но оказывается нет. Когда я подошел в обед, она относилась так же. Из-за этого особо и не тянет в корнер в последнее время, даже если вкусно",MIND_READING,Assumes others' negative emotions.
"Сервис деск так классно работает. Я написал письмо в 17:13, они уже все сделали 17:43",NOISE,Positive observation.
"Лол, у нас в унике совсем с бабками проблема? Подался на ISSAI, а они готовы принять только если им лям занести.
Ладно если бесплатно было бы, без выплат как у РА, можно было потерпеть, но нет нужно заплатить за участие. Pay2Win крч а не меритократия.
И это не только мой кейс, а ещё 3 моих знакомых, все достаточно успешны в учебе/работе. Хз, что им  не понравилось в нас",NOISE,Complaining about system.
