text,label
"i’ll never understand physics, my brain is broken.",ALL_OR_NOTHING
"писец, шандарахнуло током от гирлянды, спустя 5 минут все мышцы болят, я овощ",ALL_OR_NOTHING
мен емтиханнан төмен балл алдым.,NEUTRAL_DISTRESS
money is tight right now.,NEUTRAL_DISTRESS
мен толығымен үмітсізбін.,ALL_OR_NOTHING
"i just wanna get this off my chest. rant жазып жібермесем жалғыз өзім алжып бара жатқан сияқты сезініп жүрмін. 'оқып бастайды' емес 'оқи бастайды' деген дұрыс емес пе? '-ып' пен аяқтап, оған 'бастайдыны' қосу қашаннан бері басталды? өйткені осы астанада қалың орыс тілдінің арасында тұрғанда да бұрын көп естімеппін, осы соңғы бірнеше жылда ғана жаппай қолданылып кеткен сияқты. бірақ айналамдағылардың бәрі 'жасап бастайды', 'жеп бастайды' деген соң өзім күмәнданатындай болдым. p.s. грамматиканың уақыт өте келе өзгеретінін, жаңаша қолданыстардың қалыпты екенін, әрине, түсінемін. ешкімге сөйлеме деп те жатқан жоқпын. 'өзіңе қарап ал', 'қайтесің оны' деген сияқтыны жазбай-ақ қойсаңыздар болады. оны әбден білемін. жай мынаны жазып жібермесем жалғыз өзім бір өтірік жаттап алғын сияқты, бәрінің миында болған апгрейд менің миыма жетпей қалған сияқты сезініп жүрмін.",NEUTRAL_DISTRESS
"у меня плохое зрение и как будто на долю секунды у меня все черное становится. как будто моргнул, но глаза не двигаются. у меня такое случается редко, но случается. у кого нибудь еще были такие проблемы? мне немного страшно становится.",NEUTRAL_DISTRESS
i’m a complete waste of space.,ALL_OR_NOTHING
я всегда все порчу.,ALL_OR_NOTHING
мен ешқашан жетістікке жете алмаймын.,ALL_OR_NOTHING
my roommate hates everything i do.,ALL_OR_NOTHING
"сәлем қыздар!  сіздерге бір өтінішім бар еді. кім жүзуге үйрете алады?) i can say i am totally zero at swimming, but want to lear it. somehow afraid to lear it alone, батып кетемін ба дегендей. 3-4 рет бірге барып үйретіп жіберетін адам болса комментке жазып кете аласыздар ма))",ALL_OR_NOTHING
i feel like i'm drowning in work.,NEUTRAL_DISTRESS
"she's whispering to her friend, they are definitely mocking me.",MIND_READING
they think i'm a loser.,MIND_READING
мен сорлымын.,ALL_OR_NOTHING
"первый курс прошел и ничего абсолютно сделать или хоть чего то достичь не смог, в резюме мне добавить практически нечего кроме образования, как составлять его я не знаю, с чем теперь стажировки искать тоже хз. жизнь проносится а я сижу на попе и стагнирую",ALL_OR_NOTHING
i'm really broke until next week.,NEUTRAL_DISTRESS
это нормально что на первом курсе учиться так трудно? я уже пздц устала и даже после брейка не ощущаю никакой прилив сил. я не умею нормально отдыхать и виню себя постоянно что могла бы учиться вместо отдыха. поэтому постоянно учусь. скажите что на старших курсах станет легче((((,NEUTRAL_DISTRESS
it's so dark in the mornings now.,NEUTRAL_DISTRESS
"менің болашағым жоқ, мен ешкім болмаймын.",ALL_OR_NOTHING
they are laughing at my accent.,MIND_READING
i always say the wrong thing.,ALL_OR_NOTHING
they think i'm weird for eating alone.,MIND_READING
я никогда не высплюсь.,ALL_OR_NOTHING
"бүгін ауа райы жаман, көңіл-күйім де сондай.",NEUTRAL_DISTRESS
i bet they think i'm a loser.,MIND_READING
"хелп пожалуйста своими советами для продуктивной учебы, я ужасно себя чувствую хотя прошла всего одна неделя, уже столько давления и нервяка, какие вы техники для учебы используете, как себя мотивировать? помогите прошу",NEUTRAL_DISTRESS
просто устал.,NEUTRAL_DISTRESS
"wdym this is the last astana ball????? i dont think that my crush is going to invite me this year but i was hoping that he will in the future(crying emoji) now im literally crying уа мейрымсыз махабат мен жигитсыз каламба мына омирде!!???(((((",NEUTRAL_DISTRESS
it’s perfect or it’s worthless.,ALL_OR_NOTHING
азамат по фмат 010 норм обьясняет? или я сам такой тупой,ALL_OR_NOTHING
"my gpa dropped by 0.1, i'm a total failure.",ALL_OR_NOTHING
"бәрі мені жек көреді, мен ешкімге керек емеспін.",ALL_OR_NOTHING
"мне немного завидно тем, кто берет с друзьями курсы и ходят веселятся. у меня есть друзья, и я достаточно общительный, но у меня нет друзей с кем я 24/7 вместе. мне тупо некомфортно так общаться. я иногда думаю завести девушку, чтобы хотелось с кем-то быть всегда вместе, но у меня и этого нет.  мне будто сложно находиться слишком долго рядом с людьми. но ведь все равно завидно. трава кажется зеленее?",NEUTRAL_DISTRESS
every single person in the library is studying harder than me.,ALL_OR_NOTHING
"everyone is judging my outfit today, i look hideous.",ALL_OR_NOTHING
"«тяжёлые времена рождают сильных людей, сильные люди создают лёгкие времена. лёгкие времена рождают слабых людей. слабые люди создают тяжёлые времена.» какие же сейчас лёгкие времена, расплодились феминистки, некоторые пацаны стали на пацанов не похожи, отравленная еда доступна и вкусна (сахар и пластик). запад внушает нам что каждый из нас личность и человек с большой буквы и нам можно все что угодно в этом мире. я не знаю что кроме тяжелых времен может исправить этот мир. жду не дождусь когда в мире произойдет какой то пиздец и тогда то произойдет отбор на достойных и недостойных.",ALL_OR_NOTHING
никто не предупредил меня о том что взрослая жизнь это так одиноко,ALL_OR_NOTHING
обидно до слез.,NEUTRAL_DISTRESS
"ахтар сегодня сделал мне финальный фистинг. теперь грустно, мне все нравилось",NEUTRAL_DISTRESS
я никогда не стану нормальным специалистом.,ALL_OR_NOTHING
it's perfect or it's nothing.,ALL_OR_NOTHING
nobody understands me.,ALL_OR_NOTHING
я никогда не смогу купить квартиру.,ALL_OR_NOTHING
i'm a total failure as a human being.,ALL_OR_NOTHING
everyone ignores me on purpose.,ALL_OR_NOTHING
все считают меня неудачником.,MIND_READING
"ол мені ақымақ деп ойлайды, өйткені мен қате жауап бердім.",MIND_READING
i always make the wrong decisions.,ALL_OR_NOTHING
мне кажется в нашем универе все черные одним адикалоном пользуются,ALL_OR_NOTHING
"почему в калке 2 так дохуя разных тем? я вроде все знаю, но все все равно вылетает из головы…",ALL_OR_NOTHING
я всегда ошибаюсь.,ALL_OR_NOTHING
"ребят срочно нужна помощь по калк2, такое ощущение что я ничего не понимаю, даже если решаю по текстбуку: чалю темы оттуда, но не могу решить проблем сеты… напишите пж кто готов помочь просто объяснить",ALL_OR_NOTHING
everyone is smarter than me.,ALL_OR_NOTHING
i'm worried about my grades.,NEUTRAL_DISTRESS
"ол менің даусымды ұнатпайды, сондықтан сөйлеспейді.",MIND_READING
шаршадым.,NEUTRAL_DISTRESS
настроение на нуле.,NEUTRAL_DISTRESS
i'm struggling with this essay.,NEUTRAL_DISTRESS
everyone is judging me all the time.,ALL_OR_NOTHING
i am 100% going to fail life.,ALL_OR_NOTHING
i feel so unmotivated to study for finals.,NEUTRAL_DISTRESS
"я всегда буду один, никто меня не выдержит.",ALL_OR_NOTHING
i feel empty inside.,NEUTRAL_DISTRESS
this assignment is really difficult.,NEUTRAL_DISTRESS
i have three deadlines tomorrow and i haven't started.,NEUTRAL_DISTRESS
мен түкке тұрғысызбын.,ALL_OR_NOTHING
i have a stomach ache from eating too much junk food.,NEUTRAL_DISTRESS
i am 19 years old and just finished my 1st year. being unemployed just makes me feel like a failure and i am constantly anxious. am i the only one?,NEUTRAL_DISTRESS
"никто и никогда меня не поймет, я инопланетянин какой-то.",ALL_OR_NOTHING
устала от вечного ветра в астане.,NEUTRAL_DISTRESS
"шаршадым, бәрінен шаршадым, демалғым келеді.",NEUTRAL_DISTRESS
маған қиын.,NEUTRAL_DISTRESS
i'm a total loser.,ALL_OR_NOTHING
"я так устала, отчислилась с ну, поступила в какой то рандом уник, теперь чтобы было что жрать рву жопу пишу статьи которые даже не проверяют на оригинальность и ставят автоматом 50. работаю на ночной работе которая меня измотала, снимаю кв с долбаебками которые не знают личных человека. понабрала рассрочек и теперь страдаю от отсутвия денег и желания жить. сухур мен ифтарга жейтын тук жок болгасын ораза устамадым. 500 жыл бурын алган вакамен коректенип журмин, может реалтно сдохнуть?",NEUTRAL_DISTRESS
"мне кажется мой друг хочет чтобы я во всем провалился. он скрывает это но всегда старается не включать меня в какие то тусовки, мероприятия, знакомства. с учебной стороны та же тема. но дружим мы отлично, шутим, делаем что-то вместе и странные мысли забываются. но иногда все кажется таким очевидным. это у меня проблемы? может я просто боюсь чего-то и нужно идти к психологу? такая тема часто бывает не только с ним по сути.",MIND_READING
"күн суық, жылы киім киюді ұмытып кеттім.",NEUTRAL_DISTRESS
я безнадежен.,ALL_OR_NOTHING
cuка я так угарал с поста про отца в va почему люди тут спрашивают буквально все,ALL_OR_NOTHING
"что я понял так это то что в постсовке 99% молодых девушек хотят чтобы парень/муж брал на себя все финансовые трудности, а девушка ничего не должна в принципе. все ее деньги это только ее деньги, все деньги мужа общие. так и живем. общий бюджет, разделение обязанностей? не, не слышали вообще",ALL_OR_NOTHING
"я парень и я не понимаю писуары. ни разу не использовал. я понимаю что никакой парень а жизни не вздумает посмотреть. но мне все равно не комфортно. парни почему обьясните сородичу",MIND_READING
я всегда проигрываю.,ALL_OR_NOTHING
she thinks i'm trying too hard.,MIND_READING
я всегда выгляжу как клоун.,ALL_OR_NOTHING
"помогите я скоро сойду с ума! когда лежу мне становится страшно очень страшно, и уходит это только если я делаю уроки. а уроки делать постоянно я не могу, страшно устою. когда ем страшно, когда купаюсь страшно, когда засыпаю страшно, когда выкидываю мусор страшно",NEUTRAL_DISTRESS
"people think i'm rich because of my phone, but i'm broke.",MIND_READING
почему никто не говорит о том какие грубые люди которые в ответе за ландри? обращаются так будто я им че то обязана,MIND_READING
i know something bad will happen if i go there.,MIND_READING
никто и никогда меня не полюбит таким.,ALL_OR_NOTHING
"олар менімен сөйлескісі келмейді, мен оларды жалықтырып жібердім.",MIND_READING
"one day, i want to enter the space, i want to look to our earth, to the tiny sphere in the dark space. i want to forget about all of my problems, all of my anxiety and just stare to this beautiful image. and yes, i will definitely cry, huh",NEUTRAL_DISTRESS
я никогда не буду достаточно хорош.,ALL_OR_NOTHING
"мұғалім маған сұрақ қоймады, мені дайын емес деп ойлайды.",MIND_READING
я никогда не стану нормальным программистом.,ALL_OR_NOTHING
why is suicide not a solution? i don’t quite understand,NEUTRAL_DISTRESS
"my roommate didn't say bless you when i sneezed, she definitely hates my guts.",MIND_READING
i know i'm gonna mess this up.,MIND_READING
іш пысты.,NEUTRAL_DISTRESS
болит душа.,NEUTRAL_DISTRESS
it's too cold outside.,NEUTRAL_DISTRESS
просто грустно.,NEUTRAL_DISTRESS
i'm sad.,NEUTRAL_DISTRESS
nothing ever goes right for me.,ALL_OR_NOTHING
чувствую себя разбитым сегодня.,NEUTRAL_DISTRESS
это конец.,ALL_OR_NOTHING
the grind never stops. even when sleeping i grind my teeth. never stop grinding.,ALL_OR_NOTHING
they think i'm a loser.,MIND_READING
"это конец, я завалил мидку.",ALL_OR_NOTHING
"мұғалім маған қатал қарады, мені құлататын шығар.",MIND_READING
i am a total burden to my family.,ALL_OR_NOTHING
"i feel so drained, i can barely keep my eyes open.",NEUTRAL_DISTRESS
олар менің үстімнен күліп жатыр.,MIND_READING
"меня стебут за неправильное произношение слов в русском языке, я сама казашка и начинала учить русский  в 11 лет, сейчас мне 18, но все равно мой уровень далеко  не беглый и продвинутый.  и моя подруга, и друзья и  сокурсники пародируют мою речь и слова, которых я неправильно произношу, из-за этого у меня нет уверенности и всегда хожу замкнутая. как быть? может просто разговаривать на казахском, даже если все рядом на русском, просто иногда стремно. блин, мне так стыдно.",NEUTRAL_DISTRESS
everyone thinks i'm awkward.,MIND_READING
"апай ұрысты, көңіл-күйім түсіп кетті.",NEUTRAL_DISTRESS
my life is over.,ALL_OR_NOTHING
ол мені жек көреді.,MIND_READING
у меня дикая бессонница уже неделю.,NEUTRAL_DISTRESS
"she's looking at her watch, she is definitely bored of me.",MIND_READING
my social battery is drained.,NEUTRAL_DISTRESS
"почему мне откровенно похуй на учебу? мне даже становится все равно на стипендию. мой потолок это не уйти в пробейшн, а так нормально заживу деп ойлап кетем иногда. и я понимаю что это не правильный аттитюд к образованию, все тут чалят, куни туни какойто бр курстын проценттерин ойлайд, а я даже нормально не хожу на лекции, ну не могу я себя заставить. универден шыгып кетейн десем духм жетпейды перед родителями. я не знаю….",NEUTRAL_DISTRESS
they are only pretending to be my friends.,MIND_READING
"олар мені кедей деп ойлайды, сондықтан шақырмады.",MIND_READING
i just want to sleep for a week.,NEUTRAL_DISTRESS
my friends probably think i'm boring.,MIND_READING
"они думают, что я странный, потому что я молчу.",MIND_READING
"я всегда все усложняю, я невыносимый человек.",ALL_OR_NOTHING
i’ll never be happy.,ALL_OR_NOTHING
my sleep schedule is messed up.,NEUTRAL_DISTRESS
my crush probably thinks i'm ugly.,MIND_READING
i just know something bad is going to happen today.,MIND_READING
i struggle with low esteem. i dont feel like i am the same as other people so i struggle to communicate. i always think that i am not worthy of their attention. i want to become someone who is worthy but i dont have enough energy for it. i just get tired out too fast. in the result i feel very lonely. it is very enduring to live like that everyday. i really try to change something but nothing really is changing,ALL_OR_NOTHING
my roommate is perfect and i am a complete slob.,ALL_OR_NOTHING
they probably think i'm poor.,MIND_READING
the professor definitely thinks i'm lazy because i skipped one class.,MIND_READING
комиссия меня точно завалит на защите.,MIND_READING
это только мне сегодня хуево или у всех так?,NEUTRAL_DISTRESS
she thinks i'm trying too hard.,MIND_READING
"кажется, я всем мешаю своим присутствием.",MIND_READING
никогда не везет.,ALL_OR_NOTHING
i can feel that everyone in the chat hates me.,MIND_READING
"professor ignored my hand, he dislikes me.",MIND_READING
"я полностью провалил экзамен, я полный идиот.",ALL_OR_NOTHING
they think i'm a fraud.,MIND_READING
my life is over if i don't get into this specific course.,ALL_OR_NOTHING
"кем можно работать во время учебы, если не репетитором? пробовала очень много раз, вроде и на волонтерстве преподавала, давала пробные, все время волнуюсь, объяснять не получается. мне начинает казаться, что уже не мое. вроде хорошо все знаю, а как чувствую ответственность начинаю волноваться и тупить.",NEUTRAL_DISTRESS
я полный ноль.,ALL_OR_NOTHING
"ребята, я после окончания не нашла работу другую, работаю как ra. до 1-го сентября надо сдать справку. могу я просто ra контракт выслать? или менеджер может составить справку? также у меня пока контракт только на лето, следующий период скорее всего с опозданием оформят. как поступить в такой ситуации?  поделитесь своим опытом, я очень тревожусь",NEUTRAL_DISTRESS
they think i cheated.,MIND_READING
she definitely hates my guts.,MIND_READING
"im jealous of mfs who consume the worst shi possible and nothing happens to them while i have the healthiest diet, sports literally everyday and get sick each month. im tired of this",NEUTRAL_DISTRESS
"погода в астане просто ужасная, этот ветер сводит меня с ума.",NEUTRAL_DISTRESS
"хочу поговорить о теме насилия, мне кажется вы не поняли что имели люди в подкасте орта, они говорят что ответственный за твою жизнь только ты и от твоих решении зависит твоя судьба но виноватый конечно насильник, то есть не ходить ночью, не ходить в опасные места, а насчёт одежды я не совсем согласен, но при открытой одежде харассмента не физического много,  я считаю физический харассмент не связан с изнасилованиями, потому что если человек захочет он не посмотрит на одежду, поэтому не берите все из контекста",MIND_READING
"вчера когда мама улетала домой, я не успел с ней обняться на прощание.  вроде бы мелочь, но грусть от этого все никак не уходит",NEUTRAL_DISTRESS
"көңіл-күйім жоқ, жылағым келеді.",NEUTRAL_DISTRESS
i’ll be alone for the rest of my life.,ALL_OR_NOTHING
"ертеңгі күнге дайын емеспін, қорқып тұрмын.",NEUTRAL_DISTRESS
nothing i do ever matters.,ALL_OR_NOTHING
"денег осталось только на гречку, сложно так жить.",NEUTRAL_DISTRESS
мне грустно.,NEUTRAL_DISTRESS
"they are whispering, they must be talking about my hair.",MIND_READING
"почему у меня вечно ощущение будто уже поздно? (имею в виду возраст). я будто ничего не успею добиться, хотя знаю что никогда не поздно и т.д, сам так говорю людям иногда. что делать? почему так происходит?",ALL_OR_NOTHING
они точно смеются над моим английским.,MIND_READING
"шаршадым, демалғым келеді.",NEUTRAL_DISTRESS
my head hurts.,NEUTRAL_DISTRESS
he thinks i'm not good enough for him.,MIND_READING
he thinks i'm not good enough.,MIND_READING
i don't know what to do with my major.,NEUTRAL_DISTRESS
everyone thinks i'm boring.,MIND_READING
i feel overwhelmed by everything.,NEUTRAL_DISTRESS
"the interviewer didn't smile, i definitely didn't get the job.",MIND_READING
she thinks i'm weird for sitting alone.,MIND_READING
пиздец мне плохо становится когда кто то лучше меня,NEUTRAL_DISTRESS
everyone is looking at my acne.,MIND_READING
"болит горло и голова, кажется, я заболеваю.",NEUTRAL_DISTRESS
"они думают, что я глупый.",MIND_READING
"мама вздохнула, она разочарована во мне.",MIND_READING
it's always my fault.,ALL_OR_NOTHING
адвайзер наверняка считает меня проблемным студентом.,MIND_READING
"я так понял все ивенты для девушек и парням нельзя туда ходить, эхх либералы... даже пукнуть нельзя",ALL_OR_NOTHING
"мен әрқашан бәрін бүлдіремін, менің жолым болмайды.",ALL_OR_NOTHING
i spent my last money on printing.,NEUTRAL_DISTRESS
i'm useless.,ALL_OR_NOTHING
они думают я лох.,MIND_READING
ребята спасибо за поддержку . я получила мискон во время первого курса за использование аi из за чего мне никто в универе не поможет из за наличия нарушения,ALL_OR_NOTHING
менің өмірім толығымен құрыды.,ALL_OR_NOTHING
i am always two steps ahead. always two steps ahead.,ALL_OR_NOTHING
все осуждают.,MIND_READING
ол мені әлсіз деп санайды.,MIND_READING
i'm sad.,NEUTRAL_DISTRESS
my roommate is so loud i cant sleep.,NEUTRAL_DISTRESS
"пиздец бля  перваш, в фолле по учебе всё было вполне даже хорошо, а в спринге на грани лишения стипендии. из-за этих жизненных обстоятельств я так устал уже",NEUTRAL_DISTRESS
i have 2000 tenge to last me two weeks.,NEUTRAL_DISTRESS
"неге осы бұрын артынан жүгірсемде қарамаған қыздар қазір уже қызым бар кезде алдымнан жылтыңдап шығып қыр соңымнан қалмай өздері инициатива бастағыш болып кеткені бар? неге бұрын жәй маған толық ашылуға мүмкіндік бере салуға болмас еді? ішімдегі сырымды ойымды жан дүниемді емес сыртыма ғана қарап тон пішіп пока деп қол былғап кететіндер қазір енді неге ойлары ауыса жөнелді ? бұл өзі қандай үрдіс өзі ? шынымды айтам түсіне алар емеспін...(  әрине енді менде қарамаспын бірақ қолымда ештеңе жоқта қасымда болған маған мүмкіндік берген, маған арам оймен емес шын сүйіп болған адаммен болмақпын. бірақ кешегі қаншама ойлар мен жүрегімді жаралаған ақ сызық пен жігіттік назды кездерім өшпек емес (  дүние мен ер адамның келбетілігі жәй дүниелік тереңдікте нанға да жағып жей алмайтын құны арзан қасиеттер ғой.",NEUTRAL_DISTRESS
"i am so overwhelmed with all these deadlines, i feel like i can't breathe.",NEUTRAL_DISTRESS
"олар мені мазақтап жатыр, мен білемін.",MIND_READING
так хочется просто исчезнуть на время.,NEUTRAL_DISTRESS
i’m sad that my friends went out without me.,NEUTRAL_DISTRESS
i am already tired of studies please wish me good luck. thank you!,NEUTRAL_DISTRESS
"мне одному ну прям совсем не чалится во время брейка? как себя не заставь, дольше 15 минут учиться не получается, даже если во время брейка в библиотеке сидишь. как с этим справиться? страшно, ведь скоро начинается адовый месяц, а я к нему не готов.",NEUTRAL_DISTRESS
i feel like giving up.,NEUTRAL_DISTRESS
по моему я вообще не успеваю и от всех отстаю,ALL_OR_NOTHING
i’ll be alone forever.,ALL_OR_NOTHING
"көңіл-күйім жоқ, ешкімді көргім келмейді.",NEUTRAL_DISTRESS
i’m never gonna find a boyfriend.,ALL_OR_NOTHING
i feel sick but i can't skip class.,NEUTRAL_DISTRESS
i bet they invited me just out of pity.,MIND_READING
"я знаю, что я провалю этот экзамен.",MIND_READING
"the professor looked at me, he definitely thinks i'm dumb.",MIND_READING
қатты қобалжып тұрмын.,NEUTRAL_DISTRESS
the prof thinks i’m wasting his time.,MIND_READING
she thinks i'm weird.,MIND_READING
i am completely alone.,ALL_OR_NOTHING
everyone is judging me right now.,ALL_OR_NOTHING
i have a headache.,NEUTRAL_DISTRESS
"почему я такой ненасытный? увеличил зп х4 за год, все еще не чувствую то что чего то достиг, не чувствую то что у меня много денег, хочется еще и еще, и тут я как будто понимаю что счастье далеко не только в деньгах",NEUTRAL_DISTRESS
"бля какая же я тупая, я реально, ну мне лучше умереть чем родиться было",ALL_OR_NOTHING
everyone assumes i'm dumb.,MIND_READING
"что делать с навязчивой тревогой, со школы преследует мысль что люди вокруг ненавидят меня и могут нанести вред. сознательно, я пытаюсь донести себе что это моя мнительность, но тревога от этого не пропадет. иногда начинаю буквально трястись от нервозности когда ловлю на себе слишком много взглядов",MIND_READING
бәрі маған қарсы.,MIND_READING
"there is no point in studying, i will fail anyway.",ALL_OR_NOTHING
они меня осуждают.,MIND_READING
все преподы хотят меня завалить.,ALL_OR_NOTHING
"блять я в ахуе, с этими повышениями цен на дорм я откладывала, не ужинала иногда, чтобы накопить и родителей не нагружать, потому что у них щас еще много других расходов(( а тут бля читаю про огромные сворованные суммы, мне такие даже и не снились. а ведь как раз снова повысили стоимость дорма. короче не знаю уже что делать. это грустно пиздец как.",NEUTRAL_DISTRESS
"к 17.00 уже темно как ночью, и я чувствую себя сонной и уставшей из-за того что так рано темнеет. что можно с этим сделать( устала от этого, к вечеру уже сил нет. и тем более сил нет на встречи и посиделки",NEUTRAL_DISTRESS
"жалғыздықтан шаршадым, біреумен сөйлескім келеді.",NEUTRAL_DISTRESS
"я первашка, насколько safe оставаться здесь учиться? после всех новостей хочется перепоступить т-т",NEUTRAL_DISTRESS
олар менің сөзіме сенбейді.,MIND_READING
"вокруг одни лицемеры, никому нельзя верить.",ALL_OR_NOTHING
"тяжело, когда друзья далеко.",NEUTRAL_DISTRESS
"интернет в общаге опять тупит, невозможно ничего делать.",NEUTRAL_DISTRESS
ол мені ақымақ деп ойлайды.,MIND_READING
he hates me.,MIND_READING
"почему я раздражаюсь на маму? у вас бывало такое? моя мама прекрасный человек, она всю жизнь работала, трудилась, всегда покупала то что я хочу, поддерживала и принимала. у нее есть свои недостатки, но overall она не была никогда абьюзивной, не ругалась, не била меня. но когда я с ней сейчас провожу время, меня раздражает что она скажут что то людям в очереди плюс она общительный человек и всегда начинает разговор с незнакомцами. я могу грубо ответить или психануть и начать воспитывать ее. и в моменте я не могу себя контролировать но потом чувство вины затапливает и я чувствую себя как самый ужасный ребенок который не ценит свою маму. я всегда хочу ей помочь и я не могу избавиться от чувства что я какая то не такая. может у кого была такая ситуация, что вы делали? как перестать быть мамой для мамы? :(",NEUTRAL_DISTRESS
"they didn't invite me, they must be talking behind my back.",MIND_READING
i need a break.,NEUTRAL_DISTRESS
"голова кружится от усталости, мне нужен отдых.",NEUTRAL_DISTRESS
"они переглянулись, они точно считают меня кринжовым.",MIND_READING
i'm a total failure.,ALL_OR_NOTHING
у меня у одной так? или у всех гумов в этом семестре именно вт и чт забиты? всее курсы которые я хотела зарегать или могла зарегать всее выпадают на вт чт чзх,ALL_OR_NOTHING
"живот болит от стресса, не могу ничего есть.",NEUTRAL_DISTRESS
"я хочу сходить на консультацию с психиатром в ну, насколько он/она хороший?   просто, в последнее время мне ужасно в плане настроения, тревожности, в последнее время часто рыдаю. я походил к психологу в ну 2 раза, но думаю, просто анализ поведения и мыслей и все такое, не особо достаточно в моей ситуации. хоть и дискомфортно и страшно, думаю узнать...",NEUTRAL_DISTRESS
"я устал от этих конченных новостей не могу от них убежать, они достают меня везде",NEUTRAL_DISTRESS
"kaz371 contemporary kazakh literature  yermek adayeva жестко оценивает белсенділік?  пос семестра ничего не говорил так как поздно зарегал курс и несколько уроков проходили за дебатами, групповая презентация, тест сдавали сегодня типа.   а в остальные дни я не говорил. мне конец?",ALL_OR_NOTHING
"она не ответила на сообщение сразу, значит я ей противен.",MIND_READING
"такое чувство, будто все вокруг работают и только я сижу на шее у родителей",ALL_OR_NOTHING
there is absolutely no hope for me.,ALL_OR_NOTHING
мен ешқашан бай болмаймын.,ALL_OR_NOTHING
"недавно узнал про кажымурата акназара, и я просто не верю, что он покончил с собой. я готов поверить во что угодно, но не в суицид. у него буквально были открыты все двери мира. неужели никто не стал заводить дело?",ALL_OR_NOTHING
"честно, у меня тревога о возвращении в универ. за каникулы я понял как же я люблю жить у родителей, и как же я ненавидел быть в универе, в шумной ночью общаге, мерзкой еде из столовой. и о учеба.. она вытянула все искры жизни из меня. но выхода нет, подскажите хоть как всё это лучше терпеть, пожалуйста..",NEUTRAL_DISTRESS
"she didn't laugh at my joke, she thinks i'm cringe.",MIND_READING
i did not touched vs code for 2 months and i already forgot everything like wtf,ALL_OR_NOTHING
"с тех пор как приехала домой constantly fighting with my dad. в казахстане всегда 2 проблемы: нет отца, есть отец",ALL_OR_NOTHING
бүгін күн жаман болып тұр.,NEUTRAL_DISTRESS
"if i can't solve this math problem, i'm too stupid for this major.",ALL_OR_NOTHING
i feel like everyone is judging my acne.,MIND_READING
"все считают, что у меня нет вкуса.",MIND_READING
бәрі мені мазақтайды.,ALL_OR_NOTHING
ешқашан ешкімге сенбеу керек.,ALL_OR_NOTHING
"he read my message and didn't reply, he must be so annoyed with me.",MIND_READING
i'm tired.,NEUTRAL_DISTRESS
"знаете, ребята. я работаю руководителем на full time job и чувствую, что по ощущениям намного старее всех своих сверстников",NEUTRAL_DISTRESS
"если я получу b-, я никогда не поступлю на магу.",ALL_OR_NOTHING
переживаю за здоровье бабушки.,NEUTRAL_DISTRESS
"мне кажется, что в нашем поколении все неженки какие-то кому-то убраться и приготовить покушать, встретить гостей, ладить с детьми, помогать своим родителям тяжело вдруг стало  вы уже взрослые люди если что, напоминаю",ALL_OR_NOTHING
"i miss my dog so much, it's hard being away from home.",NEUTRAL_DISTRESS
she assumes i'm stupid just because i'm quiet.,MIND_READING
i know they don't want me there.,MIND_READING
"я уверен, что они не хотят со мной общаться.",MIND_READING
мен шаршадым.,NEUTRAL_DISTRESS
голова раскалывается.,NEUTRAL_DISTRESS
i know i'm gonna trip on stage.,MIND_READING
"if i make one mistake, i'm a complete failure.",ALL_OR_NOTHING
я всегда буду одинок.,ALL_OR_NOTHING
у меня нет сил готовить ужин.,NEUTRAL_DISTRESS
i'm a total failure.,ALL_OR_NOTHING
"каждый раз когда батя приезжает с вахты, я стараюсь делать ему массаж чтобы он дома максимально отдыхал. и бля с каждым разом его мышцы все мягче и мягче, я понимаю возраст, но так не привычно это видеть. даже так он сильнее меня, dad strength is crazy. но все это еще раз мне напоминает что у меня мало времени и что нужно поскорее заработать, чтобы они, мои родители, наконец то вышли на пенсию и не работали",NEUTRAL_DISTRESS
"у кого-то бывает такое ощущение посредственности, что чем бы ты ни занимался ты всегда посредственен? меня уже так напрягает это, такое чувство, что я кроме учебы нигде ничего не могу достичь, даже среднего результата понимаю что странный пост, но может есть те, кто меня понимает",ALL_OR_NOTHING
"nothing good ever happens to me, i'm cursed.",ALL_OR_NOTHING
"i'm always alone wherever i go in the university, and every time, i see a pair of friends, or a big group walking together and chatting. i never see anyone else walking by themselves. is it over for me? (1st year female)",ALL_OR_NOTHING
мен ешқашан бақытты болмаймын.,ALL_OR_NOTHING
i have too much homework this week.,NEUTRAL_DISTRESS
everyone in the library is looking at me and judging how loud i type.,MIND_READING
"надеюсь  и рад за тех у кого сегодня был хороший день. за последние две недели я увидел больше негатива чем за все три года в унике. no matter what, stay human",NEUTRAL_DISTRESS
"я все понимаю, это эмоциональный момент, но не знаю, меня пугают громкие крики, особенно мужские, мб это ptsd. вчера когда я услышала (а еще учитывая, что это было ночью, когда обычно в такое время тишина), то чуть инфаркт не словила. мой случай скорее исключение, и никто не обязан такое учитывать, но все равно, было немного некомфортно :((",NEUTRAL_DISTRESS
"потерял наушники, день испорчен.",NEUTRAL_DISTRESS
"everyone in this university is smarter than me, i am the only idiot here.",ALL_OR_NOTHING
переживаю из-за отношений.,NEUTRAL_DISTRESS
"олар сыбырласып жатыр, менің киімімді мазақ қылып тұрғаны анық.",MIND_READING
