"Она посмотрела на часы, я ей надоел.",MIND_READING
"He thinks I'm desperate.",MIND_READING
"Все в автобусе смотрят на меня осуждающе.",MIND_READING
"My groupmates think I'm slacking off.",MIND_READING
"Они наверняка смеются над моим пальто.",MIND_READING
"I know the professor is going to call on me when I'm not listening.",MIND_READING
"Все считают меня выскочкой.",MIND_READING
"They think I don't belong here.",MIND_READING
"Она точно обсуждает меня с подругами.",MIND_READING
"He thinks I'm weird.",MIND_READING
"Работодатель подумает, что я вру в резюме.",MIND_READING
"They are judging my food choices.",MIND_READING
"Все думают, что у меня нет личной жизни.",MIND_READING
"She definitely hates my guts.",MIND_READING
"Они считают меня ребенком.",MIND_READING
"I assume everyone knows my secrets.",MIND_READING
"I drank too much coffee and now I'm shaking.",DISTRESS
"Хочется просто лежать и смотреть в потолок.",DISTRESS
"Registration for classes starts at 6 AM, whyyyy.",DISTRESS
"I have three deadlines tomorrow and I haven't started.",DISTRESS
"У меня дикая бессонница уже неделю.",DISTRESS
"My stomach hurts from cafeteria food.",DISTRESS
"I spent my last money on printing.",DISTRESS
"Очень грустно, что я не увижу семью на праздники.",DISTRESS
"The wifi in the dorm is so slow, I can't study.",DISTRESS
"I'm feeling really burnt out lately.",DISTRESS
"Потерял наушники, день испорчен.",DISTRESS
"It's -30 outside, I don't want to go to class.",DISTRESS
"I miss my dog so much it hurts.",DISTRESS
"Сложно учиться, когда соседи шумят.",DISTRESS
"I got rejected from the club I wanted to join.",DISTRESS
"Голова раскалывается.",DISTRESS
"I'm just so tired of pretending everything is fine.",DISTRESS
"Почему так дорого стоит такси?",DISTRESS
"My skin is breaking out from stress.",DISTRESS
"I feel like crying for no reason.",DISTRESS
"Опоздал на автобус, теперь ждать 20 минут на холоде.",DISTRESS
"I don't understand this assignment at all.",DISTRESS
"Очень хочется домой, к маме.",DISTRESS
"My laptop battery died during the lecture.",DISTRESS
"Feeling lonely tonight.",DISTRESS
"Тяжело совмещать работу и учебу.",DISTRESS
"I'm worried about my grades.",DISTRESS
"Не могу уснуть из-за тревоги.",DISTRESS
"I have social battery at 0%.",DISTRESS
"Скучно и грустно.",DISTRESS
"I need a hug.",DISTRESS
"Цены в столовке подняли, жесть.",DISTRESS
"I feel overwhelmed by everything.",DISTRESS
"Просто устал.",DISTRESS
"Study motivation is gone.",DISTRESS
"У меня нет сил готовить ужин.",DISTRESS
"I hate group projects so much.",DISTRESS
"Болит спина от этих неудобных стульев.",DISTRESS
"I feel disconnected from reality.",DISTRESS
"Не знаю, как закрыть долги по учебе.",DISTRESS
"It's so dark in the mornings now.",DISTRESS
"Feeling homesick.",DISTRESS
"Забыл про квиз, обидно.",DISTRESS
"I'm stressed about money.",DISTRESS
"Нет настроения ни с кем говорить.",DISTRESS
"My eyes hurt from reading pdfs.",DISTRESS
"Хочу спать, но надо ботать.",DISTRESS
"I'm anxious about tomorrow.",DISTRESS
"Грустная музыка на репите.",DISTRESS
"Just exhausted.",DISTRESS
"If I don't get an A in this course, my entire scholarship is gone forever.",ALL_OR_NOTHING
"Nobody in this world cares if I live or die.",ALL_OR_NOTHING
"Я всегда буду один, это моя судьба.",ALL_OR_NOTHING
"This assignment is impossible, literally no one can solve it.",ALL_OR_NOTHING
"My roommate is perfect and I am a complete slob.",ALL_OR_NOTHING
"Если я не найду работу до выпуска, я бомж.",ALL_OR_NOTHING
"Everyone hates me, I can feel it.",ALL_OR_NOTHING
"I have absolutely zero talent for coding.",ALL_OR_NOTHING
"Жизнь кончена, меня бросила девушка.",ALL_OR_NOTHING
"I never get enough sleep, always tired, it never ends.",ALL_OR_NOTHING
"Все преподы хотят меня завалить.",ALL_OR_NOTHING
"There is no point in studying, I will fail anyway.",ALL_OR_NOTHING
"Я полный ноль в математике.",ALL_OR_NOTHING
"Everything is ruined because I overslept.",ALL_OR_NOTHING
"Никто меня не слышит.",ALL_OR_NOTHING
"I am the ugliest person on campus.",ALL_OR_NOTHING
"Все вокруг лицемеры.",ALL_OR_NOTHING
"My parents will never be proud of me.",ALL_OR_NOTHING
"Это полный пиздец, выхода нет.",ALL_OR_NOTHING
"I am always the second choice for everyone.",ALL_OR_NOTHING
"Ничего хорошего меня не ждет.",ALL_OR_NOTHING
"Every time I open my mouth, I say something stupid.",ALL_OR_NOTHING
"Я абсолютно ничего не добился к 20 годам.",ALL_OR_NOTHING
"It’s totally hopeless.",ALL_OR_NOTHING
"Все нормальные парни уже заняты.",ALL_OR_NOTHING
"I’m completely cooked on this exam.",ALL_OR_NOTHING
"Меня никто не понимает.",ALL_OR_NOTHING
"My future is pitch black.",ALL_OR_NOTHING
"Я всегда все порчу.",ALL_OR_NOTHING
"Everyone else is smarter, faster, and better than me.",ALL_OR_NOTHING
"I will never pay off my debts.",ALL_OR_NOTHING
"Это конец.",ALL_OR_NOTHING
"Absolutely nothing brings me joy anymore.",ALL_OR_NOTHING
"Все смеются надо мной.",ALL_OR_NOTHING
"I am a total burden to my family.",ALL_OR_NOTHING
"Никогда не везет.",ALL_OR_NOTHING
"The system is completely broken.",ALL_OR_NOTHING
"Я самый тупой студент в группе.",ALL_OR_NOTHING
"Everyone ignores my messages.",ALL_OR_NOTHING
"I’m useless.",ALL_OR_NOTHING
"Вся жизнь — это боль.",ALL_OR_NOTHING
"I will never learn Kazakh properly.",ALL_OR_NOTHING
"Total disaster.",ALL_OR_NOTHING
"Все смотрят на меня с отвращением.",ALL_OR_NOTHING
"I am completely alone.",ALL_OR_NOTHING
"У меня никогда не будет нормальных отношений.",ALL_OR_NOTHING
"Everyone is fake in this city.",ALL_OR_NOTHING
"My life is a complete joke.",ALL_OR_NOTHING
"Я всегда проигрываю.",ALL_OR_NOTHING
"Nothing matters.",ALL_OR_NOTHING
"The security guard looked at my ID too long, he thinks it's fake.",MIND_READING
"Она не поздоровалась, значит, она на меня обижена.",MIND_READING
"I know the professor thinks my question was dumb.",MIND_READING
"Все в лифте молчали, потому что я плохо пахну.",MIND_READING
"They are whispering about my grades.",MIND_READING
"Парень не перезвонил, он точно хочет расстаться.",MIND_READING
"Everyone thinks I'm rich and spoiled.",MIND_READING
"I bet they have a separate group chat without me.",MIND_READING
"Препод думает, что я списал, я вижу это по его лицу.",MIND_READING
"She smiled out of pity.",MIND_READING
"Они думают, что я странный, потому что я не пью.",MIND_READING
"The interviewer looked at the clock, I'm boring him.",MIND_READING
"My friends think I'm a burden.",MIND_READING
"Все считают меня высокомерным.",MIND_READING
"They are judging my presentation skills right now.",MIND_READING
"Мама вздохнула, она разочарована во мне.",MIND_READING
"He thinks I'm easy.",MIND_READING
"Они точно смеются над моей прической.",MIND_READING
"I know I won't get the scholarship, no point applying.",MIND_READING
"Все думают, что я глупый.",MIND_READING
"She viewed my story but didn't like it, she hates me.",MIND_READING
"Они обсуждают мои недостатки.",MIND_READING
"I feel like everyone is watching me eat.",MIND_READING
"Professor ignored my hand, he dislikes me.",MIND_READING
"Родители думают, что я трачу время впустую.",MIND_READING
"They assume I'm lazy.",MIND_READING
"Она думает, что я сталкер.",MIND_READING
"Everyone is waiting for me to fail.",MIND_READING
"Коллеги считают меня некомпетентным.",MIND_READING
"I know she's lying about being busy.",MIND_READING
"Они думают, я не понимаю их намеков.",MIND_READING
"People judge me for smoking.",MIND_READING
"My crush probably thinks I'm ugly.",MIND_READING
"Все уверены, что меня отчислят.",MIND_READING
"He thinks I'm annoying.",MIND_READING
"Они смотрят на мои дешевые кроссовки.",MIND_READING
"I know the TA is going to grade me harshly.",MIND_READING
"Все думают, что я клоун.",MIND_READING
"They think I don't deserve this place.",MIND_READING
"Она точно обсуждает меня с бывшим.",MIND_READING
"I assume nobody wants to sit next to me.",MIND_READING
"Все считают, что у меня нет вкуса.",MIND_READING
"They are laughing at my accent.",MIND_READING
"Он думает, что я навязываюсь.",MIND_READING
"I know something bad will happen if I go there.",MIND_READING
"Они считают меня неудачником.",MIND_READING
"Everyone thinks I'm awkward.",MIND_READING
"She hates my guts, I just know it.",MIND_READING
"Они думают, я странная.",MIND_READING
"People assume I'm rude because I'm shy.",MIND_READING
"I have 2000 tenge to last me two weeks.",DISTRESS
"Устала от вечного ветра в Астане.",DISTRESS
"I failed the IELTS mock test.",DISTRESS
"Грустно, что друзья разъехались.",DISTRESS
"My head hurts from stress.",DISTRESS
"I feel so unmotivated to study for finals.",DISTRESS
"Сложно найти нормальную еду в кампусе.",DISTRESS
"I miss my hometown.",DISTRESS
"Проспал пару, теперь придется отрабатывать.",DISTRESS
"I'm feeling really lonely in this big city.",DISTRESS
"Тревожно из-за новостей.",DISTRESS
"My laptop is overheating again.",DISTRESS
"I don't know how to tell my parents about my grades.",DISTRESS
"Очень холодно в комнате.",DISTRESS
"I feel sick but I can't skip class.",DISTRESS
"Настроение на нуле.",DISTRESS
"I have too many deadlines this week.",DISTRESS
"Обидно до слез.",DISTRESS
"Money is tight right now.",DISTRESS
"I'm exhausted from working night shifts.",DISTRESS
"Скучаю по коту.",DISTRESS
"It's hard to make friends here.",DISTRESS
"I feel overwhelmed by expectations.",DISTRESS
"Живот болит от нервов.",DISTRESS
"I just want to cry.",DISTRESS
"Тяжело быть взрослым.",DISTRESS
"I hate this weather.",DISTRESS
"Не могу сосредоточиться.",DISTRESS
"I feel left out.",DISTRESS
"Устала бороться.",DISTRESS
"My anxiety is spiking today.",DISTRESS
"Грустная песня добила.",DISTRESS
"I'm worried about the future.",DISTRESS
"Просто нет сил.",DISTRESS
"I feel invisible sometimes.",DISTRESS
"Сложно вставать по утрам.",DISTRESS
"I dislike my major but it's too late to switch.",DISTRESS
"Боюсь не сдать сессию.",DISTRESS
"Feeling homesick and sad.",DISTRESS
"Разбил телефон, денег на ремонт нет.",DISTRESS
"I'm tired of being strong.",DISTRESS
"Очень хочется спать.",DISTRESS
"My social battery is drained.",DISTRESS
"Переживаю из-за отношений.",DISTRESS
"I feel lost.",DISTRESS
"Надоело все.",DISTRESS
"Traffic in this city is a nightmare.",DISTRESS
"I'm struggling with mental health.",DISTRESS
"Просто грустно.",DISTRESS
"Burnout is hitting hard.",DISTRESS
